Wall time,Step,Value
1619616231.508259,15261,0.3816918730735779
1619616411.648052,15583,0.20265884697437286
1619616591.8772845,15908,0.24738067388534546
1619616772.0135424,16230,0.5332704782485962
1619616952.1586719,16551,0.19584870338439941
1619617132.2201605,16875,0.35701316595077515
1619617312.7664523,17198,0.38772985339164734
1619617493.2126937,17521,0.5537708401679993
1619617673.1737154,17839,0.28423401713371277
1619617853.47302,18159,0.2734229564666748
1619618033.6457233,18485,0.19835813343524933
1619618214.1320539,18806,0.38560962677001953
1619618394.2072694,19127,0.2566324472427368
1619618574.6342967,19446,0.21825473010540009
1619618754.8394592,19770,0.2501909136772156
1619618935.0587845,20079,0.32182371616363525
1619619115.1762588,20402,0.3256276249885559
1619619295.344807,20722,0.33445847034454346
1619619476.0559916,21043,0.1943955421447754
1619619656.5580559,21361,0.2928656339645386
1619619837.0897415,21680,0.2845004200935364
1619620017.31022,22002,0.2285352349281311
1619620197.358376,22324,0.21646365523338318
1619620377.7419026,22642,0.2601372003555298
1619620558.0794716,22959,0.24287408590316772
1619620738.2594078,23274,0.3401733636856079
1619620918.4088037,23593,0.16295067965984344
1619621098.4743447,23913,0.3229933977127075
1619621278.8445463,24232,0.17213588953018188
1619621459.1348238,24551,0.16048768162727356
1619621639.4599426,24870,0.2539217472076416
1619621819.8545618,25177,0.2541971206665039
1619622000.0240378,25499,0.2533203661441803
1619622180.1176543,25819,0.23020820319652557
1619622360.3879023,26137,0.2927902936935425
1619622540.9219859,26459,0.17101866006851196
1619622721.1459138,26776,0.2067689597606659
1619622901.685017,27094,0.3982011675834656
1619623082.1490235,27415,0.34238868951797485
1619623262.1956103,27729,0.19249102473258972
1619623442.375776,28045,0.34042584896087646
1619623622.7871864,28367,0.250105082988739
1619623803.0726871,28690,0.31093689799308777
1619623983.3072233,29009,0.19940730929374695
1619624163.7763176,29331,0.22698532044887543
1619624344.3721557,29649,0.17501868307590485
1619624524.7577412,29977,0.23341816663742065
1619624704.715604,30286,0.1686687469482422
1619624884.9263957,30610,0.40084266662597656
1619625064.966782,30934,0.18159671127796173
1619625245.4186804,31251,0.21309933066368103
1619625425.613901,31573,0.22743049263954163
1619625606.0699596,31895,0.24795377254486084
1619625786.1342533,32215,0.32175493240356445
1619625966.6827683,32535,0.23365730047225952
1619626147.0644898,32858,0.21316228806972504
1619626327.2199168,33179,0.26357269287109375
1619626507.7845662,33498,0.18102572858333588
1619626687.9986517,33820,0.22186799347400665
1619626868.428307,34141,0.23592576384544373
1619627048.5750148,34463,0.16792762279510498
1619627228.8244038,34782,0.21940182149410248
1619627408.8487256,35091,0.2050081044435501
1619627588.9806306,35409,0.19945259392261505
1619627769.2652056,35733,0.17827704548835754
1619627949.2781932,36056,0.25357913970947266
1619628129.603425,36378,0.17891423404216766
1619628310.035372,36701,0.23086762428283691
1619628490.3673992,37025,0.1781598925590515
1619628670.59143,37348,0.20478059351444244
1619628850.999146,37673,0.18878117203712463
1619629031.059357,37994,0.2219671905040741
1619629211.5747113,38320,0.2563663721084595
1619629391.9800744,38640,0.16364285349845886
1619629571.973706,38964,0.19300590455532074
1619629752.384016,39287,0.22290033102035522
1619629932.7828832,39614,0.1963615119457245
1619630112.7704277,39934,0.2805272936820984
1619630292.8063247,40243,0.1516527384519577
1619630473.0074902,40567,0.17837217450141907
1619630653.2083917,40890,0.22675946354866028
1619630833.531566,41209,0.17497925460338593
1619631013.6858432,41532,0.19748970866203308
1619631194.2328293,41853,0.2461964339017868
1619631374.4348898,42175,0.1438605636358261
1619631555.0027416,42497,0.19053569436073303
1619631735.1175463,42824,0.13959264755249023
1619631915.5032182,43145,0.21115732192993164
1619632095.6118178,43470,0.14801658689975739
1619632276.232296,43792,0.23463036119937897
1619632456.5980265,44117,0.1608256846666336
1619632636.8637974,44440,0.18385708332061768
1619632816.9400227,44762,0.1763349026441574
1619632997.3633447,45069,0.2379639893770218
1619633177.6137164,45394,0.1778021901845932
1619633358.0787501,45713,0.22805015742778778
1619633538.60073,46034,0.16823327541351318
1619633718.606978,46356,0.14729581773281097
1619633898.7816412,46677,0.2604660987854004
1619634078.8724554,47000,0.248762845993042
1619634259.4343784,47322,0.16675543785095215
1619634439.7616904,47644,0.1624152809381485
1619634620.268417,47968,0.21495768427848816
1619634800.5717506,48290,1.2244389057159424
1619634981.1235788,48610,0.1722399890422821
1619635161.6577904,48931,0.1789810061454773
1619635341.967301,49250,0.2657736837863922
1619635522.1472213,49573,0.2404148429632187
1619635702.5701244,49893,0.1686573326587677
1619635882.7974432,50196,0.2165965437889099
1619636062.842676,50515,0.18715441226959229
1619636243.0758057,50836,0.14303889870643616
1619636423.1396587,51153,0.1596551239490509
1619636603.6823711,51477,0.13664767146110535
1619636783.7139637,51797,0.18403148651123047
1619636963.87769,52116,0.14148381352424622
1619637144.1642914,52434,0.16179238259792328
1619637324.179643,52755,0.15394610166549683
1619637504.314462,53070,0.20109379291534424
1619637684.3564599,53392,0.17002347111701965
1619637864.4627445,53713,0.1504906266927719
1619638044.646835,54033,0.1790386438369751
1619638225.1855965,54352,0.16202102601528168
1619638405.753929,54670,0.16695261001586914
1619638586.1822088,54986,0.17565536499023438
1619638766.3493059,55299,0.13589738309383392
1619638946.8573081,55618,0.17475974559783936
1619639126.9633937,55938,0.14508333802223206
1619639307.1467843,56258,0.1348293274641037
1619639487.4219582,56580,0.18434548377990723
1619639667.5880437,56900,0.15963059663772583
1619639847.8828146,57217,0.1455957293510437
1619640028.0615282,57536,0.13309898972511292
1619640208.2769578,57853,0.14779697358608246
1619640388.858576,58173,0.14948154985904694
1619640569.0787122,58492,0.14822977781295776
1619640749.168803,58811,0.13423728942871094
1619640929.744527,59132,0.14137262105941772
1619641110.1526875,59450,0.16657795011997223
1619641290.522455,59769,0.1496167927980423
1619641470.514225,60078,0.12970256805419922
1619641650.7041652,60395,0.14870162308216095
1619641831.0399497,60716,0.1884802281856537
1619642011.2978015,61034,0.13622820377349854
1619642191.6335073,61355,0.2081214189529419
1619642371.845152,61672,0.24081896245479584
1619642552.1098468,61990,0.15454238653182983
1619642732.2222097,62311,0.1418944001197815
1619642912.6768,62628,0.147190123796463
1619643092.741213,62947,0.18789926171302795
1619643273.109961,63266,0.1902742087841034
1619643453.5024726,63578,0.1914842128753662
1619643633.8980231,63899,0.2185320258140564
1619643813.899351,64215,0.1321500539779663
1619643993.9374433,64533,0.1343102604150772
1619644174.2158582,64853,0.15850211679935455
1619644354.8202155,65159,0.14158892631530762
1619644535.1609983,65479,0.19932882487773895
1619644715.7143412,65798,0.1585727035999298
1619644895.9236987,66116,0.22157734632492065
1619645075.9762475,66430,0.248438760638237
1619645256.1996906,66752,0.13044583797454834
1619645436.588353,67070,0.17788612842559814
1619645616.8205864,67389,0.14538556337356567
1619645797.2034783,67708,0.18533523380756378
1619645977.581153,68026,0.14488404989242554
1619646157.859279,68345,0.1498236060142517
1619646338.5578768,68663,0.24556323885917664
1619646518.6059132,68980,0.18768614530563354
1619646698.7622578,69301,0.2041684091091156
1619646879.1473067,69619,0.17697325348854065
1619647059.559371,69939,0.14356036484241486
1619647240.0193832,70241,0.1579517424106598
1619647420.3683732,70558,0.1578923463821411
1619647600.9296417,70872,0.1923706829547882
