Wall time,Step,Value
1615887294.199987,1,2.2495455741882324
1615887399.5776496,108,1.5076401233673096
1615887579.3301053,380,1.0217770338058472
1615887759.3159661,736,0.8696509003639221
1615887939.259444,1107,0.6973189115524292
1615888119.0087485,1479,0.5698527097702026
1615888299.993034,1850,0.6112181544303894
1615888479.9586756,2226,0.7599050998687744
1615888659.922414,2604,0.795020341873169
1615888840.2739496,2980,0.8215896487236023
1615889020.6657205,3357,0.7549346685409546
1615889373.1685147,1,2.1250417232513428
1615889508.6585333,1,2.248586654663086
1615889634.497689,134,1.3153107166290283
1615894030.6869648,533,1.0557878017425537
1615894210.7891169,818,0.8251351714134216
1615894391.1856525,1186,0.9377108812332153
1615894571.308269,1552,0.40685519576072693
1615894751.3978515,1925,0.6758537292480469
1615894932.1128168,2297,0.9215760231018066
1615895112.5566971,2672,0.594477653503418
1615895292.6750937,3041,0.47151345014572144
1615895473.369923,3423,0.7856457233428955
1615895652.770144,3796,0.5482120513916016
1615895833.6279838,4177,0.34784501791000366
1615896013.6651556,4555,0.955077052116394
1615896194.1367612,4938,0.7477574348449707
1615896374.4139273,5298,0.8495035171508789
1615896554.0994616,5676,0.5313324928283691
1615896734.466263,6057,0.44354918599128723
1615896915.2752838,6445,0.5299838781356812
1615897094.9942386,6825,0.5881521701812744
1615897275.174227,7205,0.3440338373184204
1615897455.7034118,7588,0.624773383140564
1615897635.2560863,7976,0.44993841648101807
1615897815.3231907,8360,0.26246029138565063
1615897995.8647275,8746,0.4441075921058655
1615898175.995936,9133,0.6199001669883728
1615898356.546904,9523,0.7742295861244202
1615898537.0266926,9908,0.619436502456665
1615898717.0054681,10281,0.6804101467132568
1615898897.0909166,10669,0.5909273624420166
1615899077.4885354,11060,0.6272248029708862
1615899257.9971535,11450,0.3251778185367584
1615899438.2515886,11836,0.8624753355979919
1615899618.515242,12227,0.6818156838417053
1615899799.1670876,12618,0.6246660947799683
1615899979.059644,13008,0.5047924518585205
1615900158.8301857,13401,0.4287252128124237
1615900339.22469,13795,0.44305750727653503
1615900519.4190423,14182,0.43961215019226074
1615900699.3064618,14579,0.48245954513549805
1615900879.3233042,14965,0.3696572780609131
1615901059.8150995,15345,0.46911680698394775
1615901240.0951838,15737,0.6783148050308228
1615901420.2624674,16129,0.537696123123169
1615901600.7579339,16521,0.48618781566619873
1615901781.0042658,16915,0.2668113708496094
1615901961.3084362,17306,0.3492312431335449
1615902141.6215353,17699,0.439450740814209
1615902321.9011343,18093,0.4631255269050598
1615902501.9667563,18484,0.4691149592399597
1615902682.0298588,18880,0.306835800409317
1615902862.9066758,19276,0.5636802315711975
1615903042.7300682,19667,0.2781704366207123
1615903222.9647777,20048,0.5416138172149658
1615903403.348599,20443,0.49512478709220886
1615903584.0131607,20840,0.8967158198356628
1615903763.8349094,21233,0.4378904104232788
1615903943.9374664,21630,0.44122424721717834
1615904124.1472595,22022,0.557124137878418
1615904304.2726233,22423,0.471593976020813
1615904484.6432228,22820,0.6095712780952454
1615904664.5316029,23213,0.6013171076774597
1615904845.0490568,23611,0.6493161916732788
1615905024.9694939,24007,0.3038126230239868
1615905205.116475,24402,1.138367772102356
1615905385.7592142,24797,0.8260902166366577
1615905565.7141194,25178,0.7171127796173096
1615905746.381992,25573,0.5492473840713501
1615905926.238182,25969,0.5340983271598816
1615906106.5632226,26363,0.5392786264419556
1615906287.4401586,26763,0.7504169940948486
1615906466.8784037,27155,0.2148609310388565
1615906647.1602294,27554,0.5716928243637085
1615906827.5444455,27950,1.098846197128296
1615907007.7288322,28348,0.4949420392513275
1615907188.1861625,28745,0.3554665446281433
1615907368.6714096,29140,0.6081217527389526
1615907549.0571625,29537,0.3617887794971466
1615907729.1006672,29933,0.24506235122680664
1615907909.3438315,30314,0.4916130006313324
1615908089.8376787,30710,0.5508436560630798
1615908269.9746451,31110,0.4040975272655487
1615908450.4390044,31506,0.6633046865463257
1615908631.1085088,31906,0.9380568265914917
1615908810.5308282,32302,0.3014942407608032
1615908990.7674923,32702,0.622096061706543
1615909171.1222456,33099,1.3979403972625732
1615909350.986917,33495,0.4570850133895874
1615909531.5739174,33896,0.6480280160903931
1615909711.7720335,34290,0.3083368241786957
1615909891.8716424,34690,0.3678120970726013
1615910072.3082206,35069,0.5025815963745117
1615910252.7690625,35466,0.9480503797531128
1615910432.5441399,35863,0.6346464157104492
1615910613.3850255,36260,0.5773496627807617
1615910793.021099,36656,0.7494170069694519
1615910972.9632363,37049,0.8904892206192017
1615911153.105061,37444,0.5155602097511292
1615911333.1792762,37845,0.6562322974205017
1615911513.4228604,38242,0.6560343503952026
1615911693.711189,38642,1.7107796669006348
1615911874.5633776,39041,0.4351470172405243
1615912054.0149407,39436,0.554466187953949
1615912234.2420576,39837,0.3946443200111389
1615912414.0971704,40215,0.3395196199417114
1615912594.5743494,40620,1.439371109008789
1615912774.6938457,41016,0.5231199264526367
1615912954.9814906,41417,0.268191933631897
1615913135.24993,41816,0.6477082967758179
1615913315.6702046,42217,1.7415342330932617
1615913495.736305,42617,0.5861995220184326
1615913676.1908946,43016,0.5143678188323975
1615913856.4665892,43416,0.6596779823303223
1615914036.43699,43816,0.19062229990959167
1615914217.1389537,44214,0.9197713136672974
1615914397.02324,44613,0.5834603309631348
1615914577.0226905,45003,0.6041511297225952
1615914757.6308246,45402,0.7936044335365295
1615914937.2672334,45800,0.5340453386306763
1615915117.5726256,46199,0.34335464239120483
1615915298.71085,46602,0.559795081615448
1615915478.6422117,47003,0.7704530954360962
1615915658.8120255,47400,0.4279637932777405
1615915838.9449623,47802,0.5997612476348877
1615916019.2787876,48204,0.5561914443969727
1615916199.6804893,48603,0.8334976434707642
1615916379.436227,49002,0.5049785375595093
1615916560.3645575,49404,0.6077287197113037
1615916739.711583,49802,0.30224210023880005
1615916920.024347,50170,0.3969217538833618
1615917100.1024845,50572,0.38422656059265137
1615917280.5294847,50974,0.6195356249809265
1615917460.8590877,51375,0.27078914642333984
1615917641.034798,51775,0.9353775978088379
1615917821.2004511,52174,0.6668958067893982
1615918001.626769,52573,1.8540412187576294
1615918181.6520503,52973,0.41554245352745056
1615918361.8268144,53370,0.267544150352478
1615918542.0719385,53768,0.6459757685661316
1615918722.053856,54166,0.47555047273635864
1615918903.0528247,54563,0.8609181046485901
1615919082.8961382,54957,0.7485727667808533
1615919263.2924902,55341,1.1928385496139526
1615919443.4242756,55739,0.5003924369812012
1615919623.4459467,56133,0.6391477584838867
1615919803.9192717,56530,0.9885931015014648
1615919984.083564,56928,1.6969647407531738
1615920163.9517665,57324,0.33508142828941345
1615920344.492665,57718,0.6766277551651001
1615920524.41486,58113,0.7765202522277832
1615920705.2196772,58504,0.7470922470092773
1615920884.7770169,58905,0.5705479383468628
1615921065.2783375,59299,0.4911037087440491
1615921245.397772,59697,0.8005611300468445
1615921425.4852388,60078,0.16971421241760254
1615921605.5865533,60469,0.5040954947471619
1615921785.7445304,60865,0.31473249197006226
1615921965.9616387,61255,0.7438527345657349
1615922146.2979462,61654,0.6250478029251099
1615922326.6902328,62047,0.6271936893463135
1615922506.8472826,62441,0.7581078410148621
1615922687.6184845,62834,0.8923434019088745
1615922868.0008552,63228,1.0233049392700195
1615923047.8453681,63621,0.2829926013946533
1615923227.9594338,64013,0.3527657687664032
1615923408.494229,64407,1.1676000356674194
1615923588.5315318,64798,0.5368688106536865
1615923768.7022736,65179,1.747399091720581
1615923948.6167545,65568,0.2315223515033722
1615924129.3783338,65965,0.612256646156311
1615924308.8272302,66355,0.3688828647136688
1615924489.1850247,66750,0.4867885708808899
1615924669.2986455,67139,0.46342733502388
1615924849.2562606,67533,0.8154122233390808
1615925029.5787494,67925,0.506170392036438
1615925209.811311,68317,0.9898294806480408
1615925390.6548514,68709,0.6796767115592957
1615925570.2237835,69099,0.5512927770614624
1615925750.4671519,69492,1.0995652675628662
1615925930.5864937,69884,0.747634768486023
1615926110.639185,70261,0.2867719829082489
1615926290.8799891,70656,0.6926626563072205
1615926471.1443155,71049,0.2736392617225647
1615926651.910731,71440,1.4568146467208862
1615926831.7973318,71836,0.8138564229011536
1615927012.2451367,72223,0.27051228284835815
1615927192.4441335,72619,1.7677502632141113
1615927372.9776738,73010,0.8712940812110901
1615927553.177715,73401,1.0856155157089233
1615927733.2339725,73794,0.5064243674278259
1615927913.1834803,74188,0.5738031268119812
1615928093.4753828,74579,0.407331645488739
1615928273.5453017,74972,0.9314721822738647
1615928454.448939,75348,0.7492333650588989
1615928633.8694315,75737,1.0282926559448242
1615928813.9778638,76129,0.18183428049087524
1615928994.4913085,76520,0.9023594260215759
1615929174.6171958,76912,0.5799111723899841
1615929355.0382316,77307,1.168771505355835
1615929535.1993961,77699,0.6356667280197144
1615929715.4049783,78088,0.32301679253578186
1615929895.954571,78480,0.6828552484512329
1615930075.9006743,78870,0.700210690498352
1615930256.1115859,79262,2.354783058166504
1615930436.5301101,79655,0.5981981754302979
1615930616.5664444,80028,0.32753515243530273
1615930797.354166,80421,0.5720615983009338
1615930977.3338358,80812,0.49819642305374146
1615931157.724166,81204,0.6326524615287781
1615931337.9025214,81596,2.325974941253662
1615931518.2769804,81989,0.8789921998977661
1615931698.8483083,82375,1.221794605255127
1615931878.844267,82766,1.8249163627624512
1615932059.3191311,83156,0.2656574845314026
1615932239.2929664,83547,0.5549309253692627
1615932419.5700462,83940,1.1412208080291748
1615932599.585164,84329,0.655913770198822
1615932779.7174537,84719,0.9393185973167419
1615932960.58881,85097,0.6842223405838013
1615933140.067148,85482,0.3652174770832062
1615933320.331445,85876,0.7161346673965454
1615933500.942274,86263,0.2337556630373001
1615933681.7704923,86653,0.5526249408721924
1615933861.302484,87042,0.7999060750007629
1615934041.3925924,87434,0.3641318380832672
1615934221.7963636,87824,0.6163812279701233
1615934401.8869822,88213,0.5605655312538147
1615934582.2241511,88601,0.35210034251213074
1615934762.7897015,88993,0.5066630244255066
1615934942.7888477,89384,0.7733639478683472
1615935122.9657974,89774,0.7623013854026794
1615935303.0003161,90148,0.57132887840271
1615935483.8333168,90537,1.0566210746765137
1615935663.4176836,90922,0.42583176493644714
1615935843.6704476,91311,0.2877228260040283
1615936023.729217,91702,0.7165460586547852
1615936203.9311912,92092,0.41638487577438354
1615936384.5220191,92479,1.8477323055267334
1615936565.3838072,92871,0.9096237421035767
1615936745.0396414,93259,0.8614602088928223
1615936925.476747,93646,1.3402329683303833
1615937105.2674038,94035,2.2556545734405518
1615937285.4349432,94431,0.5389766693115234
1615937466.1155062,94819,0.5188264846801758
1615937646.3211527,95192,0.6659910678863525
1615937827.071736,95584,0.8654488325119019
1615938006.8828416,95968,0.6409878730773926
1615938187.2055423,96359,0.8586955666542053
1615938367.4075744,96747,0.2914324998855591
1615938547.8588343,97135,1.3453412055969238
1615938727.687926,97524,0.2992579936981201
1615938908.7523441,97916,0.6985408663749695
1615939088.3483608,98300,0.26977819204330444
1615939268.993895,98689,0.9102702140808105
1615939449.3562667,99079,0.5884631276130676
1615939629.343106,99469,0.8966193795204163
1615939810.0015383,99861,0.36047250032424927
1617250763.6891932,1,2.3836910724639893
1617250895.6927533,148,0.620558500289917
1617251075.902656,440,1.4446239471435547
1617251255.743126,799,0.7448865175247192
1617251436.0831432,1159,0.4645172953605652
1617251616.2521923,1533,0.5866283178329468
1617251796.3954453,1908,0.5010846853256226
